sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,age_bucket,imc_cat
F,non,bac,Corse,oui,non,2429,marié,5.0,0.79,2023-12-03,644.0,5000.0,500.0,senior,insuffisant
H,non,bac,Auvergne-Rhône-Alpes,oui,non,2395,marié,,0.4,2020-12-30,,10000.0,500.0,senior,normal
F,oui,bac,Île-de-France,non,oui,1976,marié,,0.13,2022-04-22,380.0,,21781.98695875671,retraite,obese
F,non,doctorat,Île-de-France,oui,non,2466,,,0.68,2023-06-23,,,500.0,adulte,normal
F,non,bac+2,Hauts-de-France,non,oui,1555,veuf,,0.51,2022-12-08,537.0,5000.0,4723.846046656456,adulte,surpoids
H,non,doctorat,Île-de-France,oui,non,1519,veuf,,0.54,2021-04-07,,5000.0,500.0,senior,surpoids
H,oui,aucun,Bretagne,non,non,3179,célibataire,,0.94,2023-10-09,,5000.0,500.0,jeune,normal
H,oui,master,Auvergne-Rhône-Alpes,oui,oui,2423,,,0.21,2020-03-11,594.0,5000.0,13513.468560001344,retraite,normal
F,oui,bac,Corse,oui,oui,2487,marié,2.0,0.6,2020-11-01,,5000.0,500.0,jeune,normal
F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,3650,,,0.39,2022-05-07,446.0,841.6,500.0,adulte,normal
H,non,aucun,Hauts-de-France,oui,oui,1467,,,0.51,2022-03-28,561.0,10000.0,500.0,senior,normal
H,oui,doctorat,Île-de-France,oui,non,500,marié,2.0,0.89,2021-08-08,,,500.0,adulte,normal
F,non,doctorat,Hauts-de-France,non,non,1996,divorcé,3.0,0.99,2023-11-23,541.0,10000.0,500.0,senior,normal
F,oui,bac,Hauts-de-France,oui,oui,2003,divorcé,4.0,0.69,2022-12-05,,904.17,1428.5107814896191,retraite,insuffisant
H,non,doctorat,Occitanie,oui,non,795,veuf,2.0,0.3,2020-05-10,307.0,10000.0,500.0,,insuffisant
H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2621,marié,2.0,0.46,2022-06-29,,,17700.961735700923,adulte,insuffisant
H,non,bac,Île-de-France,oui,oui,2698,divorcé,,0.71,2025-04-04,,,1365.6135455569474,adulte,insuffisant
F,non,master,Normandie,non,oui,751,célibataire,5.0,0.24,2023-09-25,765.0,10000.0,5304.565695489534,senior,insuffisant
F,oui,bac,Hauts-de-France,oui,oui,2377,marié,3.0,0.31,2020-10-14,638.0,5000.0,7964.866269439541,senior,normal
H,non,bac,Hauts-de-France,non,oui,1156,marié,3.0,0.69,2024-06-18,448.0,5000.0,500.0,retraite,obese
H,oui,doctorat,Bretagne,oui,oui,4514,marié,1.0,0.73,2023-05-18,,10000.0,34340.561702198414,senior,normal
F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3260,,0.0,0.05,2020-04-11,,,12967.610492373218,senior,surpoids
F,oui,doctorat,Occitanie,non,oui,1698,,,0.46,2022-04-04,387.0,,25591.639696246308,senior,surpoids
F,oui,doctorat,Île-de-France,non,oui,2358,marié,1.0,0.48,2022-11-23,798.0,,39095.70132515807,jeune,normal
F,non,master,Corse,oui,non,3443,marié,,0.42,2021-11-12,,1068.71,500.0,retraite,surpoids
H,non,bac,Corse,oui,oui,4021,,,0.96,2020-08-13,,5000.0,500.0,adulte,surpoids
H,oui,master,Hauts-de-France,oui,oui,500,divorcé,,0.46,2024-01-15,629.0,514.54,7920.423808612631,jeune,surpoids
H,oui,aucun,Occitanie,oui,non,3388,divorcé,4.0,0.48,2024-10-03,840.0,10000.0,500.0,retraite,normal
H,non,aucun,Occitanie,non,non,1047,divorcé,,0.55,2020-06-22,,10000.0,500.0,retraite,obese
F,non,aucun,Île-de-France,non,non,1282,,,0.92,2020-02-29,,,500.0,jeune,obese
F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3079,célibataire,2.0,0.15,2024-06-27,313.0,10000.0,500.0,adulte,insuffisant
F,oui,doctorat,Île-de-France,oui,oui,2819,marié,,0.08,2023-10-19,,10000.0,21615.341955334683,jeune,surpoids
F,non,bac,Île-de-France,oui,oui,3868,veuf,,0.84,2024-05-11,,5000.0,6659.447214207712,adulte,obese
H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3764,,,0.21,2024-11-30,,5000.0,26612.43910076703,senior,normal
F,non,doctorat,Hauts-de-France,oui,oui,1604,divorcé,,0.88,2022-02-01,615.0,10000.0,500.0,retraite,insuffisant
H,oui,aucun,Corse,oui,non,3034,marié,,0.28,2024-08-12,,5000.0,500.0,senior,normal
F,oui,master,Auvergne-Rhône-Alpes,oui,oui,2030,,0.0,0.25,2024-08-15,509.0,,17858.7134257502,retraite,surpoids
H,non,doctorat,Corse,oui,oui,2028,divorcé,,0.97,2024-01-27,,,500.0,,insuffisant
F,non,bac+2,Occitanie,non,oui,1145,,4.0,0.33,2023-01-04,,289.98,4885.126472172284,adulte,normal
F,oui,bac+2,Île-de-France,non,non,2721,marié,,0.95,2022-07-20,746.0,5000.0,3566.516472585042,retraite,insuffisant
H,non,master,Auvergne-Rhône-Alpes,non,non,4096,divorcé,1.0,0.08,2023-11-06,,931.21,10957.563256599551,senior,normal
F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,4592,,1.0,0.37,2020-03-23,,761.03,46866.76671580148,adulte,normal
H,oui,bac,Normandie,non,non,2575,célibataire,,0.98,2020-08-01,,714.84,500.0,adulte,insuffisant
H,non,aucun,Auvergne-Rhône-Alpes,non,non,3348,marié,,0.73,2020-06-29,,,500.0,jeune,normal
H,oui,doctorat,Occitanie,oui,oui,1801,veuf,,0.69,2022-07-04,719.0,,26375.556848313485,adulte,normal
H,non,bac+2,Bretagne,non,non,1892,célibataire,,0.51,2021-02-03,479.0,806.63,500.0,retraite,obese
H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1855,marié,,0.42,2023-06-15,703.0,5000.0,21260.31115423613,senior,surpoids
H,oui,aucun,Hauts-de-France,non,non,4398,célibataire,,0.2,2020-12-07,458.0,10000.0,500.0,senior,insuffisant
H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,1699,divorcé,,0.07,2023-10-07,,,10595.161518636263,adulte,normal
F,oui,master,Occitanie,non,oui,2212,marié,,0.04,2022-12-01,834.0,,35080.871417525945,,surpoids
F,oui,aucun,Occitanie,non,oui,1693,,0.0,0.66,2020-10-13,,10000.0,9210.633097072685,senior,surpoids
F,oui,master,Hauts-de-France,oui,oui,1985,divorcé,,0.92,2021-11-07,,,4702.812188676967,jeune,normal
F,non,bac,Hauts-de-France,non,non,1370,,1.0,0.13,2024-06-29,330.0,1153.82,500.0,adulte,normal
H,oui,bac+2,Normandie,non,oui,1226,,1.0,0.6,2020-11-11,,5000.0,21253.504165053688,retraite,surpoids
F,oui,master,Île-de-France,oui,oui,1434,marié,3.0,0.23,2023-03-03,,5000.0,9332.083526883216,senior,obese
F,oui,doctorat,Hauts-de-France,oui,oui,1579,,3.0,0.01,2025-01-14,445.0,10000.0,15798.705570103417,retraite,normal
F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2756,veuf,,0.39,2022-03-04,,,14985.199597962728,jeune,surpoids
H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2154,marié,,0.6,2020-02-20,,,500.0,senior,obese
H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3474,,,0.26,2024-03-14,791.0,644.49,34488.74999640782,senior,surpoids
F,oui,bac,Normandie,non,oui,3485,marié,,0.76,2020-12-17,547.0,10000.0,19345.66758417409,senior,surpoids
F,non,aucun,Île-de-France,oui,oui,4095,marié,0.0,0.51,2020-07-27,,5000.0,7532.138945560896,jeune,surpoids
H,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,1074,marié,,0.63,2022-07-10,,5000.0,500.0,retraite,insuffisant
H,oui,master,Normandie,oui,non,1381,célibataire,,0.48,2023-12-21,,,500.0,adulte,normal
H,non,bac,Île-de-France,non,oui,2957,,,0.57,2020-12-12,,,22716.745394050467,jeune,normal
F,oui,aucun,Corse,non,oui,2044,célibataire,,0.8,2021-03-31,377.0,1332.12,500.0,adulte,surpoids
F,oui,aucun,Bretagne,non,oui,3093,célibataire,,0.64,2021-03-05,693.0,,20681.097315600247,jeune,surpoids
H,non,aucun,Normandie,oui,non,3730,divorcé,,0.34,2022-09-27,387.0,,500.0,jeune,insuffisant
H,non,bac,Auvergne-Rhône-Alpes,non,oui,2118,marié,,0.43,2021-12-20,,,8894.289806602754,retraite,normal
H,oui,master,Hauts-de-France,non,non,1939,divorcé,4.0,0.38,2024-08-02,386.0,,500.0,,surpoids
H,non,bac,Bretagne,non,non,2961,veuf,4.0,0.71,2022-03-23,,,500.0,senior,surpoids
H,non,bac,Occitanie,oui,oui,1163,veuf,,0.77,2023-07-16,342.0,1448.43,500.0,adulte,insuffisant
H,oui,bac+2,Occitanie,oui,oui,3053,veuf,5.0,0.19,2022-11-26,,5000.0,23766.59476410503,adulte,normal
F,oui,master,Auvergne-Rhône-Alpes,non,oui,3685,marié,1.0,0.68,2020-09-29,523.0,10000.0,32008.185485476926,adulte,obese
H,non,master,Provence-Alpes-Côte d’Azur,oui,non,1454,divorcé,,0.11,2020-04-10,577.0,5000.0,500.0,retraite,normal
F,non,aucun,Auvergne-Rhône-Alpes,non,non,500,,1.0,0.94,2022-02-16,,788.75,500.0,senior,obese
H,oui,bac+2,Occitanie,oui,oui,2558,marié,1.0,0.88,2023-11-17,576.0,778.72,11500.035406653124,senior,insuffisant
F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3693,célibataire,,0.17,2023-08-17,,10000.0,15425.10876755011,jeune,insuffisant
H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,500,célibataire,5.0,0.08,2020-10-20,,-18.66,12737.218091515948,adulte,normal
F,non,bac+2,Île-de-France,non,oui,3770,veuf,1.0,0.63,2023-08-25,,,24198.55602015513,adulte,surpoids
F,oui,bac+2,Hauts-de-France,non,non,612,veuf,3.0,0.19,2020-11-13,743.0,,500.0,senior,obese
F,non,bac+2,Bretagne,oui,non,500,veuf,0.0,0.61,2020-11-06,,643.82,500.0,jeune,obese
F,oui,aucun,Corse,non,non,991,célibataire,2.0,0.8,2024-11-08,827.0,10000.0,500.0,senior,insuffisant
H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3535,,,0.55,2025-03-06,,692.43,19835.92539738861,adulte,surpoids
F,non,aucun,Bretagne,oui,non,2076,marié,2.0,0.48,2021-08-09,,,500.0,senior,normal
H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2018,veuf,,0.45,2020-01-27,,581.42,1836.7844760802927,adulte,normal
F,oui,aucun,Île-de-France,oui,non,2383,marié,,0.03,2024-07-25,,5000.0,500.0,jeune,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,921,,1.0,0.04,2025-06-08,,,1167.099525275034,senior,surpoids
H,non,doctorat,Hauts-de-France,oui,oui,3214,célibataire,,0.74,2022-11-24,491.0,887.92,11242.995545552798,retraite,obese
H,oui,master,Corse,non,oui,2323,,,0.46,2021-08-05,,,22338.290912557102,retraite,surpoids
H,oui,master,Hauts-de-France,non,oui,4233,divorcé,0.0,0.32,2024-08-30,,10000.0,30444.41752606657,jeune,obese
H,non,bac,Hauts-de-France,non,non,2863,,,0.91,2021-03-08,,10000.0,500.0,retraite,obese
H,oui,aucun,Corse,non,non,2028,divorcé,,0.8,2020-08-17,,5000.0,500.0,retraite,normal
H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,3621,divorcé,,0.91,2020-04-04,,10000.0,500.0,adulte,insuffisant
F,oui,master,Île-de-France,oui,oui,500,célibataire,,0.27,2022-10-23,,5000.0,7941.080263849743,adulte,obese
F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2384,,,0.21,2024-07-30,823.0,5000.0,18259.874610043164,jeune,insuffisant
H,oui,bac,Corse,non,oui,937,,,0.4,2020-06-12,,5000.0,11155.671648827018,adulte,surpoids
H,oui,doctorat,Hauts-de-France,oui,oui,2990,,3.0,0.62,2024-01-19,,,24511.42535744556,jeune,surpoids
F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2109,,,0.81,2020-03-17,,919.31,15669.04398561741,jeune,obese
F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,1811,,,0.46,2023-11-26,675.0,10000.0,500.0,jeune,normal
H,non,aucun,Bretagne,oui,non,3319,divorcé,,0.72,2024-06-16,,5000.0,500.0,adulte,normal
H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,1982,,,0.99,2020-09-01,,5000.0,500.0,senior,surpoids
H,non,master,Hauts-de-France,oui,non,1185,marié,,0.0,2022-03-31,557.0,5000.0,500.0,senior,surpoids
H,non,master,Auvergne-Rhône-Alpes,oui,oui,2304,,,0.6,2021-09-12,368.0,10000.0,18449.42315980984,,surpoids
H,oui,bac,Auvergne-Rhône-Alpes,non,oui,3711,,,0.97,2022-05-22,451.0,5000.0,23727.3912340518,retraite,surpoids
F,oui,bac,Auvergne-Rhône-Alpes,oui,non,2841,divorcé,,0.34,2020-06-06,542.0,,500.0,adulte,normal
H,oui,bac+2,Île-de-France,oui,oui,1399,célibataire,5.0,0.11,2023-07-08,,10000.0,8067.806029332422,senior,surpoids
F,non,aucun,Île-de-France,non,non,962,marié,5.0,0.38,2020-06-25,603.0,5000.0,500.0,retraite,obese
H,non,aucun,Occitanie,oui,oui,2701,marié,1.0,0.6,2022-01-11,822.0,1002.95,4822.7471556909,adulte,normal
F,oui,aucun,Auvergne-Rhône-Alpes,non,non,2647,marié,3.0,0.74,2022-02-23,,10000.0,500.0,jeune,normal
F,non,bac,Occitanie,non,oui,1531,veuf,2.0,0.91,2024-10-07,483.0,,8937.89525243721,senior,insuffisant
H,oui,bac+2,Corse,oui,oui,1314,veuf,,0.53,2020-06-18,,,500.0,adulte,normal
F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,3906,marié,4.0,0.13,2021-12-11,,10000.0,23401.244236439383,adulte,obese
H,non,master,Corse,non,non,2701,marié,,0.41,2025-04-10,,5000.0,500.0,adulte,normal
F,non,bac,Bretagne,non,oui,2940,célibataire,,0.88,2020-08-29,,5000.0,14796.357807131111,senior,surpoids
H,non,aucun,Corse,oui,oui,500,veuf,2.0,0.4,2024-10-12,468.0,,500.0,,normal
F,non,master,Île-de-France,non,oui,2894,divorcé,,0.66,2024-10-24,,10000.0,23140.7308451777,senior,surpoids
F,oui,doctorat,Hauts-de-France,oui,non,1311,divorcé,,0.91,2023-01-24,,5000.0,500.0,adulte,normal
H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3267,marié,,0.0,2024-08-14,,10000.0,14074.377466935224,adulte,surpoids
F,oui,master,Occitanie,non,oui,1933,marié,,0.57,2022-04-14,,,23571.148482404995,jeune,normal
F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,3131,marié,2.0,0.64,2023-08-01,825.0,5000.0,7014.187179419071,retraite,normal
H,non,aucun,Normandie,non,oui,4403,,,0.09,2021-06-18,787.0,487.52,14994.5795608102,senior,insuffisant
H,oui,bac,Corse,non,oui,3754,,2.0,0.88,2020-08-02,,,19334.15534027285,retraite,normal
H,oui,doctorat,Bretagne,non,non,4451,divorcé,4.0,0.07,2023-07-09,,465.01,21416.473603610186,adulte,normal
H,non,master,Corse,non,oui,4587,marié,,0.98,2024-10-14,442.0,,15410.780096993256,adulte,obese
F,non,aucun,Occitanie,oui,oui,5272,veuf,,0.35,2021-06-11,,,3827.557213262908,jeune,normal
F,oui,doctorat,Occitanie,oui,non,3626,divorcé,4.0,0.46,2021-06-05,,5000.0,500.0,retraite,normal
H,oui,aucun,Hauts-de-France,non,oui,914,divorcé,,0.38,2022-08-15,,10000.0,500.0,adulte,surpoids
F,non,bac,Auvergne-Rhône-Alpes,non,oui,2326,célibataire,,0.13,2024-09-16,,,11311.766597335389,retraite,surpoids
F,oui,aucun,Île-de-France,non,oui,1978,marié,,0.09,2021-05-13,621.0,10000.0,9116.730177951114,adulte,insuffisant
F,non,bac+2,Hauts-de-France,non,non,3685,marié,4.0,0.59,2021-08-08,,10000.0,500.0,senior,obese
F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1910,divorcé,1.0,0.89,2024-03-04,,,7377.783299074361,senior,normal
F,oui,master,Auvergne-Rhône-Alpes,oui,oui,2077,divorcé,1.0,0.2,2020-05-11,,,14249.999087338869,adulte,surpoids
H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,4734,marié,4.0,0.51,2024-02-15,482.0,,17625.005304333405,senior,normal
F,non,bac,Hauts-de-France,oui,non,2939,,,0.3,2021-04-25,672.0,741.62,500.0,jeune,surpoids
F,non,bac+2,Hauts-de-France,oui,oui,4726,divorcé,3.0,0.95,2021-08-31,,,9102.16224972496,senior,normal
H,non,doctorat,Île-de-France,non,non,3130,veuf,2.0,0.26,2025-01-29,,10000.0,11840.820030828452,retraite,normal
H,oui,bac,Auvergne-Rhône-Alpes,non,non,1444,,2.0,0.56,2020-04-14,797.0,5000.0,3385.6371225579664,senior,normal
H,oui,master,Normandie,non,oui,2075,veuf,,0.37,2021-11-10,592.0,,32669.937479172346,adulte,normal
H,oui,doctorat,Corse,non,non,2713,,2.0,0.47,2024-08-07,,5000.0,500.0,adulte,normal
H,oui,bac,Île-de-France,oui,oui,2427,veuf,,0.02,2025-01-24,,,17442.43220020994,retraite,insuffisant
H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,3928,célibataire,,0.28,2021-08-24,,5000.0,500.0,retraite,insuffisant
H,oui,aucun,Bretagne,oui,oui,3333,divorcé,5.0,0.78,2021-03-03,328.0,10000.0,7445.877283247973,adulte,surpoids
H,non,aucun,Corse,oui,non,2861,,4.0,0.14,2021-04-05,,10000.0,500.0,adulte,surpoids
H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3189,divorcé,,0.59,2023-08-28,540.0,10000.0,1798.8103112959332,adulte,insuffisant
H,oui,doctorat,Hauts-de-France,non,oui,2682,divorcé,0.0,0.11,2025-05-15,,10000.0,26379.13982790571,senior,normal
H,oui,aucun,Normandie,non,non,3100,marié,,0.1,2020-04-18,415.0,228.73,500.0,retraite,surpoids
H,oui,aucun,Île-de-France,oui,non,3122,divorcé,,0.99,2020-10-17,628.0,,500.0,adulte,normal
F,oui,master,Normandie,oui,oui,2052,divorcé,,0.83,2020-08-09,572.0,743.17,4637.667090328978,adulte,surpoids
H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,2635,divorcé,,0.26,2024-07-17,653.0,,23976.78489774104,jeune,normal
F,non,doctorat,Occitanie,oui,non,3325,marié,5.0,0.64,2022-01-09,475.0,726.55,500.0,senior,normal
H,oui,master,Normandie,oui,oui,4873,veuf,,0.78,2025-01-02,,,23563.724981128857,senior,normal
H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,2440,,,0.87,2021-08-03,633.0,5000.0,6719.12224337161,senior,normal
H,oui,aucun,Auvergne-Rhône-Alpes,non,non,4282,,,0.27,2022-08-15,725.0,405.57,7798.858895084444,adulte,normal
H,non,master,Normandie,non,oui,2025,veuf,4.0,0.98,2025-02-01,,5000.0,17653.584460874208,jeune,insuffisant
H,oui,doctorat,Occitanie,oui,non,1598,divorcé,,0.8,2020-11-27,,10000.0,500.0,senior,obese
F,non,master,Occitanie,oui,oui,2287,,,0.47,2020-01-19,,5000.0,763.8257882278798,senior,normal
F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2297,,3.0,0.83,2023-11-13,671.0,529.67,25690.51083872613,retraite,surpoids
F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,4059,célibataire,3.0,0.4,2022-06-18,498.0,10000.0,3835.433356742735,adulte,normal
F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,1776,veuf,1.0,0.87,2024-11-12,,,500.0,retraite,normal
F,non,aucun,Corse,non,non,3398,veuf,1.0,0.7,2020-08-25,,723.64,500.0,jeune,insuffisant
H,oui,doctorat,Île-de-France,non,oui,1266,célibataire,,0.46,2023-06-11,,743.07,30725.27708971741,senior,normal
H,oui,doctorat,Normandie,non,oui,4098,marié,,0.95,2022-07-26,602.0,5000.0,47474.27221391879,adulte,insuffisant
H,non,doctorat,Île-de-France,oui,oui,2057,veuf,,0.4,2024-08-24,,10000.0,20743.675272718458,retraite,insuffisant
F,oui,bac+2,Hauts-de-France,oui,oui,3778,,1.0,0.36,2023-06-13,758.0,5000.0,19998.243461066268,adulte,obese
H,non,bac,Bretagne,non,oui,3345,célibataire,0.0,0.9,2024-03-16,,5000.0,26465.223591017195,adulte,insuffisant
H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,3219,marié,,0.77,2023-01-26,690.0,5000.0,9980.438077538149,jeune,insuffisant
H,oui,bac+2,Bretagne,non,non,2026,,,0.87,2024-12-10,763.0,10000.0,6182.241807638127,jeune,normal
F,non,doctorat,Occitanie,non,oui,1282,veuf,,0.21,2020-02-28,,,13934.11431858846,adulte,insuffisant
H,non,doctorat,Occitanie,oui,oui,2257,divorcé,,0.38,2024-01-11,,5000.0,9647.05207576296,adulte,insuffisant
H,non,bac,Occitanie,oui,oui,505,,,0.34,2025-04-23,,5000.0,500.0,retraite,normal
H,oui,bac+2,Normandie,non,non,500,veuf,,0.84,2024-07-20,,5000.0,500.0,adulte,obese
F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,1785,marié,,0.74,2024-12-20,,10000.0,500.0,senior,normal
F,non,aucun,Occitanie,non,oui,500,,,0.36,2024-09-10,,5000.0,500.0,retraite,normal
H,oui,bac+2,Normandie,oui,non,1493,veuf,1.0,0.53,2020-12-18,,10000.0,500.0,senior,normal
F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3362,,1.0,0.79,2023-05-12,,,27973.43076850212,adulte,normal
H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,1577,veuf,,0.87,2020-08-26,776.0,,15566.586750708451,senior,normal
F,non,doctorat,Île-de-France,non,oui,2293,,,0.5,2023-11-30,,,27078.054553957616,adulte,obese
F,oui,master,Auvergne-Rhône-Alpes,non,oui,1577,divorcé,2.0,0.15,2024-12-05,,,24900.96882567323,jeune,surpoids
H,oui,bac+2,Bretagne,non,oui,3366,célibataire,,0.87,2024-01-18,402.0,,30850.856313728706,retraite,normal
H,non,aucun,Hauts-de-France,non,oui,2836,veuf,,0.11,2021-11-18,451.0,10000.0,500.0,senior,normal
H,oui,bac,Île-de-France,non,oui,575,,5.0,0.46,2023-11-15,,5000.0,20715.72786040349,retraite,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,1873,célibataire,,0.3,2024-04-22,834.0,,500.0,senior,normal
F,non,bac+2,Auvergne-Rhône-Alpes,non,non,3348,marié,,0.16,2024-12-31,691.0,1011.34,500.0,adulte,surpoids
H,non,aucun,Bretagne,oui,non,1541,divorcé,,0.17,2022-11-07,436.0,,500.0,senior,insuffisant
H,non,master,Corse,non,non,2168,veuf,,0.41,2020-06-17,,10000.0,500.0,jeune,surpoids
H,oui,aucun,Bretagne,oui,oui,2384,,,0.73,2023-11-01,,1160.79,6193.225131406318,jeune,normal
F,oui,doctorat,Normandie,oui,oui,3969,marié,,0.77,2023-11-22,,10000.0,11578.482361457878,senior,normal
F,non,bac,Auvergne-Rhône-Alpes,oui,oui,2108,,3.0,0.97,2023-04-27,323.0,433.51,500.0,adulte,insuffisant
F,oui,doctorat,Corse,non,non,2485,veuf,5.0,0.97,2022-01-02,485.0,,500.0,jeune,insuffisant
F,non,master,Occitanie,non,non,1285,divorcé,,0.82,2024-05-01,,337.59,500.0,adulte,obese
H,non,aucun,Hauts-de-France,oui,oui,518,célibataire,,0.09,2020-04-15,,5000.0,500.0,adulte,surpoids
F,oui,master,Île-de-France,oui,oui,2554,,1.0,0.22,2024-12-12,323.0,5000.0,11301.820807689632,senior,normal
H,non,bac+2,Île-de-France,oui,non,800,veuf,,0.47,2020-09-14,,5000.0,500.0,adulte,surpoids
F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,3694,marié,,0.65,2025-02-20,,10000.0,6441.699232276767,jeune,normal
F,oui,bac,Occitanie,oui,non,2493,,0.0,0.6,2020-06-07,,10000.0,500.0,adulte,insuffisant
F,oui,bac+2,Corse,non,oui,1598,veuf,,0.83,2020-10-28,749.0,1235.59,21482.29879770653,jeune,normal
H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,841,marié,,0.45,2021-05-31,767.0,5000.0,20631.732773372485,jeune,surpoids
H,non,bac,Île-de-France,oui,oui,2211,divorcé,1.0,0.11,2020-05-11,,10000.0,500.0,retraite,surpoids
F,non,aucun,Corse,non,oui,5660,marié,,0.01,2021-12-01,,567.52,1817.867190887964,retraite,normal
F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,1613,divorcé,4.0,0.18,2020-05-25,320.0,10000.0,500.0,senior,normal
F,non,bac+2,Île-de-France,non,non,500,divorcé,4.0,0.73,2020-10-25,432.0,,500.0,senior,normal
F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2651,marié,,0.75,2020-08-04,548.0,10000.0,8180.277514679585,adulte,insuffisant
H,non,master,Provence-Alpes-Côte d’Azur,non,non,920,marié,3.0,0.08,2020-12-21,331.0,10000.0,500.0,jeune,surpoids
H,non,bac,Normandie,oui,oui,2187,célibataire,1.0,0.91,2023-10-02,,10000.0,629.0174592264733,,surpoids
F,non,aucun,Hauts-de-France,non,oui,2856,marié,4.0,0.8,2021-12-27,,5000.0,1958.5691665117863,jeune,surpoids
F,non,aucun,Hauts-de-France,non,oui,2395,veuf,,0.21,2022-05-29,,10000.0,4276.50079142882,senior,normal
F,oui,doctorat,Corse,oui,oui,500,,,0.5,2020-04-10,,,500.0,senior,normal
H,oui,bac,Auvergne-Rhône-Alpes,non,oui,2162,,,0.11,2020-11-07,,10000.0,25524.411122209836,senior,normal
F,non,bac,Hauts-de-France,non,non,500,,,0.39,2021-09-07,572.0,873.78,500.0,retraite,obese
F,oui,bac,Île-de-France,non,non,500,,1.0,0.28,2020-11-16,,777.82,500.0,retraite,normal
H,non,aucun,Normandie,oui,oui,1985,célibataire,3.0,0.75,2021-01-04,740.0,,500.0,jeune,insuffisant
H,non,doctorat,Corse,non,non,1165,,1.0,0.09,2024-05-21,471.0,10000.0,500.0,senior,obese
F,oui,doctorat,Hauts-de-France,oui,oui,3788,veuf,,0.99,2024-12-20,847.0,10000.0,27187.825055741905,jeune,surpoids
F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2368,marié,4.0,0.01,2022-10-15,667.0,,3095.6058161162705,adulte,normal
H,non,bac+2,Hauts-de-France,non,oui,1106,,5.0,0.67,2025-02-07,,,14892.129695892656,adulte,surpoids
H,non,master,Corse,non,oui,2841,,,0.05,2020-12-13,518.0,10000.0,22022.17102340588,adulte,normal
H,oui,bac+2,Normandie,non,non,2373,marié,,0.61,2020-11-01,593.0,,1598.5573296252444,retraite,surpoids
F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2290,célibataire,,0.41,2020-06-13,817.0,1211.84,11417.686003789931,retraite,normal
